INFO 2026-06-17 00:41:52,688 autoreload 10152 8240 Watching for file changes with StatReloader
INFO 2026-06-24 16:46:16,802 basehttp 10020 11464 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-24 16:46:16,813 basehttp 10020 4828 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-24 16:46:16,842 basehttp 10020 11464 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
WARNING 2026-06-24 16:46:28,985 log 10020 11464 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-24 16:46:28,988 basehttp 10020 11464 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-24 16:46:28,995 basehttp 10020 4828 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
WARNING 2026-06-24 16:46:28,999 log 10020 11464 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-24 16:46:29,000 basehttp 10020 11464 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-24 16:46:29,037 basehttp 10020 4828 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
INFO 2026-06-24 16:46:39,791 basehttp 10020 4828 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-24 16:46:39,798 basehttp 10020 11464 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-24 16:46:39,825 basehttp 10020 9940 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-24 16:46:39,859 basehttp 10020 11464 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-24 16:47:08,605 basehttp 10020 9940 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
WARNING 2026-06-24 16:47:08,609 log 10020 11464 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-24 16:47:08,620 basehttp 10020 11464 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-24 16:47:08,628 basehttp 10020 9940 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
WARNING 2026-06-24 16:47:08,664 log 10020 11464 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-24 16:47:08,666 basehttp 10020 11464 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-24 16:47:14,076 basehttp 10020 11464 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-24 16:47:14,091 basehttp 10020 9940 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-24 16:47:14,101 basehttp 10020 4828 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-24 16:47:14,118 basehttp 10020 9940 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
WARNING 2026-06-24 16:47:26,244 log 10020 9940 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-24 16:47:26,254 basehttp 10020 9940 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-24 16:47:26,268 basehttp 10020 4828 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
WARNING 2026-06-24 16:47:26,296 log 10020 9940 Not Found: /api/transactions/fraud-alerts/
INFO 2026-06-24 16:47:26,300 basehttp 10020 4828 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
WARNING 2026-06-24 16:47:26,301 basehttp 10020 9940 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-24 16:47:37,579 basehttp 10020 4828 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-24 16:47:37,589 basehttp 10020 9940 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-24 16:47:37,622 basehttp 10020 4828 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-24 16:47:37,632 basehttp 10020 11464 "GET /api/transactions/ HTTP/1.1" 200 4563
WARNING 2026-06-24 16:47:38,944 log 10020 11464 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-24 16:47:38,958 basehttp 10020 11464 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-24 16:47:38,969 basehttp 10020 4828 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
WARNING 2026-06-24 16:47:38,997 log 10020 4828 Not Found: /api/transactions/fraud-alerts/
INFO 2026-06-24 16:47:39,002 basehttp 10020 11464 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
WARNING 2026-06-24 16:47:39,002 basehttp 10020 4828 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-24 16:47:50,005 basehttp 10020 4828 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-24 16:47:50,016 basehttp 10020 11464 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-24 16:47:50,042 basehttp 10020 9940 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-24 16:47:50,090 basehttp 10020 11464 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
WARNING 2026-06-24 16:47:59,310 log 10020 11464 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-24 16:47:59,313 basehttp 10020 11464 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-24 16:47:59,318 basehttp 10020 9940 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
WARNING 2026-06-24 16:47:59,325 log 10020 11464 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-24 16:47:59,330 basehttp 10020 11464 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-24 16:47:59,335 basehttp 10020 9940 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
INFO 2026-06-24 16:48:36,021 basehttp 10020 9940 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-24 16:48:36,032 basehttp 10020 11464 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-24 16:48:36,044 basehttp 10020 4828 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-24 16:48:36,058 basehttp 10020 11464 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-24 16:49:06,121 basehttp 10020 11464 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-24 16:49:06,129 basehttp 10020 4828 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
WARNING 2026-06-24 16:49:08,055 log 10020 11464 Bad Request: /api/transactions/
WARNING 2026-06-24 16:49:08,056 basehttp 10020 11464 "POST /api/transactions/ HTTP/1.1" 400 125
WARNING 2026-06-24 16:49:15,321 log 10020 11464 Bad Request: /api/transactions/
WARNING 2026-06-24 16:49:15,323 basehttp 10020 11464 "POST /api/transactions/ HTTP/1.1" 400 123
INFO 2026-06-24 16:49:36,012 basehttp 10020 11464 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-24 16:49:36,021 basehttp 10020 4828 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
WARNING 2026-06-24 16:49:44,720 log 10020 11464 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-24 16:49:44,728 basehttp 10020 11464 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-24 16:49:44,737 basehttp 10020 4828 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
WARNING 2026-06-24 16:49:44,748 log 10020 11464 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-24 16:49:44,752 basehttp 10020 11464 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-24 16:49:44,757 basehttp 10020 4828 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
INFO 2026-06-24 16:50:25,187 basehttp 10020 4828 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-24 16:50:25,205 basehttp 10020 11464 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-24 16:50:25,256 basehttp 10020 9940 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-24 16:50:25,260 basehttp 10020 11464 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
WARNING 2026-06-24 16:50:26,391 log 10020 9940 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-24 16:50:26,392 basehttp 10020 9940 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-24 16:50:26,464 basehttp 10020 11464 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
WARNING 2026-06-24 16:50:26,477 log 10020 9940 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-24 16:50:26,478 basehttp 10020 9940 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-24 16:50:26,492 basehttp 10020 11464 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
INFO 2026-06-24 16:50:30,622 basehttp 10020 11464 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-24 16:50:30,643 basehttp 10020 9940 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-24 16:50:30,655 basehttp 10020 4828 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-24 16:50:30,671 basehttp 10020 9940 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
WARNING 2026-06-24 16:50:39,112 log 10020 9940 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-24 16:50:39,116 basehttp 10020 9940 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-24 16:50:39,125 basehttp 10020 4828 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
WARNING 2026-06-24 16:50:39,129 log 10020 9940 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-24 16:50:39,139 basehttp 10020 9940 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-24 16:50:39,146 basehttp 10020 4828 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
INFO 2026-06-24 16:51:19,071 basehttp 10020 4828 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-24 16:51:19,075 basehttp 10020 9940 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-24 16:51:19,107 basehttp 10020 11464 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-24 16:51:19,113 basehttp 10020 9940 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-24 16:51:30,034 basehttp 10020 11464 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
WARNING 2026-06-24 16:51:30,038 log 10020 9940 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-24 16:51:30,044 basehttp 10020 9940 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-24 16:51:30,049 basehttp 10020 11464 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
WARNING 2026-06-24 16:51:30,067 log 10020 9940 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-24 16:51:30,069 basehttp 10020 9940 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-24 16:52:16,170 autoreload 10020 12304 E:\Python.py\Hackaton project UBL\apps\transactions\models.py changed, reloading.
INFO 2026-06-24 16:52:21,390 autoreload 12312 10944 Watching for file changes with StatReloader
INFO 2026-06-24 16:52:30,241 autoreload 12312 10944 E:\Python.py\Hackaton project UBL\apps\transactions\models.py changed, reloading.
INFO 2026-06-24 16:52:33,425 autoreload 1148 11712 Watching for file changes with StatReloader
INFO 2026-06-25 11:01:25,825 autoreload 9312 7500 Watching for file changes with StatReloader
INFO 2026-06-25 11:02:36,949 basehttp 9312 11424 "GET / HTTP/1.1" 302 0
INFO 2026-06-25 11:02:37,122 basehttp 9312 11424 "GET /api/docs/ HTTP/1.1" 200 4644
INFO 2026-06-25 11:02:39,722 basehttp 9312 11424 "GET /api/schema/ HTTP/1.1" 200 136475
INFO 2026-06-25 11:06:19,610 basehttp 9312 13392 "OPTIONS /api/auth/login/ HTTP/1.1" 200 0
INFO 2026-06-25 11:06:25,238 basehttp 9312 13392 "POST /api/auth/login/ HTTP/1.1" 200 760
INFO 2026-06-25 11:06:32,129 basehttp 9312 13392 "OPTIONS /api/transactions/ HTTP/1.1" 200 0
INFO 2026-06-25 11:06:32,129 basehttp 9312 13792 "OPTIONS /api/transactions/fraud_stats/ HTTP/1.1" 200 0
INFO 2026-06-25 11:06:32,134 basehttp 9312 13392 "OPTIONS /api/transactions/fraud_stats/ HTTP/1.1" 200 0
INFO 2026-06-25 11:06:32,134 basehttp 9312 13792 "OPTIONS /api/transactions/ HTTP/1.1" 200 0
INFO 2026-06-25 11:06:32,175 basehttp 9312 13792 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-25 11:06:32,179 basehttp 9312 13392 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-25 11:06:32,194 basehttp 9312 13792 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-25 11:06:32,200 basehttp 9312 13392 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-25 11:06:35,350 basehttp 9312 13392 "OPTIONS /api/transactions/fraud-alerts/ HTTP/1.1" 200 0
INFO 2026-06-25 11:06:35,353 basehttp 9312 13792 "OPTIONS /api/transactions/suspicious/ HTTP/1.1" 200 0
INFO 2026-06-25 11:06:35,360 basehttp 9312 13392 "OPTIONS /api/transactions/suspicious/ HTTP/1.1" 200 0
INFO 2026-06-25 11:06:35,385 basehttp 9312 13792 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
WARNING 2026-06-25 11:06:35,386 log 9312 13392 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-25 11:06:35,392 basehttp 9312 13392 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-25 11:06:35,399 basehttp 9312 13792 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
WARNING 2026-06-25 11:06:35,403 log 9312 3744 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-25 11:06:35,406 basehttp 9312 3744 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-25 11:08:42,162 basehttp 9312 3744 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-25 11:08:42,169 basehttp 9312 13792 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-25 11:08:42,183 basehttp 9312 13392 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-25 11:08:42,194 basehttp 9312 13792 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
WARNING 2026-06-25 11:08:45,168 log 9312 13792 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-25 11:08:45,169 basehttp 9312 13792 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-25 11:08:45,180 basehttp 9312 13392 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
WARNING 2026-06-25 11:08:45,187 log 9312 13792 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-25 11:08:45,191 basehttp 9312 13792 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-25 11:08:45,194 basehttp 9312 13392 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
WARNING 2026-06-25 11:09:22,253 log 9312 13392 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-25 11:09:22,256 basehttp 9312 13392 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-25 11:09:22,259 basehttp 9312 13792 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
WARNING 2026-06-25 11:09:22,265 log 9312 13392 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-25 11:09:22,267 basehttp 9312 13392 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-25 11:09:22,271 basehttp 9312 13792 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
INFO 2026-06-25 11:25:59,818 basehttp 9312 10504 "POST /api/auth/login/ HTTP/1.1" 200 760
INFO 2026-06-25 11:26:03,269 basehttp 9312 10504 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-25 11:26:03,292 basehttp 9312 10504 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-25 11:26:03,293 basehttp 9312 336 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-25 11:26:03,302 basehttp 9312 336 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
WARNING 2026-06-25 11:26:08,912 log 9312 336 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-25 11:26:08,914 basehttp 9312 336 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-25 11:26:08,921 basehttp 9312 10504 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
WARNING 2026-06-25 11:26:08,924 log 9312 336 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-25 11:26:08,928 basehttp 9312 336 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-25 11:26:08,931 basehttp 9312 10504 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2391
INFO 2026-06-25 11:27:30,508 basehttp 9312 10504 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-25 11:27:30,513 basehttp 9312 336 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-25 11:27:30,527 basehttp 9312 10504 "GET /api/transactions/ HTTP/1.1" 200 4563
INFO 2026-06-25 11:27:30,529 basehttp 9312 336 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-25 11:28:00,359 basehttp 9312 336 "POST /api/transactions/ HTTP/1.1" 201 391
INFO 2026-06-25 11:28:00,375 basehttp 9312 336 "GET /api/transactions/ HTTP/1.1" 200 4574
INFO 2026-06-25 11:28:00,381 basehttp 9312 10504 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-25 11:28:00,513 basehttp 9312 10504 "GET /api/transactions/ HTTP/1.1" 200 4574
INFO 2026-06-25 11:28:00,516 basehttp 9312 336 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
WARNING 2026-06-25 11:28:06,066 log 9312 336 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-25 11:28:06,070 basehttp 9312 336 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-25 11:28:06,077 basehttp 9312 10504 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2623
WARNING 2026-06-25 11:28:06,080 log 9312 336 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-25 11:28:06,084 basehttp 9312 336 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-25 11:28:06,089 basehttp 9312 10504 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2623
INFO 2026-06-25 11:28:07,812 basehttp 9312 336 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-25 11:28:07,826 basehttp 9312 10504 "GET /api/transactions/ HTTP/1.1" 200 4574
INFO 2026-06-25 11:28:07,840 basehttp 9312 336 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-25 11:28:07,844 basehttp 9312 548 "GET /api/transactions/ HTTP/1.1" 200 4574
WARNING 2026-06-25 11:28:10,011 log 9312 548 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-25 11:28:10,016 basehttp 9312 548 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-25 11:28:10,022 basehttp 9312 336 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2623
WARNING 2026-06-25 11:28:10,027 log 9312 548 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-25 11:28:10,038 basehttp 9312 548 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-25 11:28:10,044 basehttp 9312 336 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2623
WARNING 2026-06-25 11:29:42,327 log 9312 336 Not Found: /api/transactions/fraud-alerts/
INFO 2026-06-25 11:29:42,335 basehttp 9312 548 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2623
WARNING 2026-06-25 11:29:42,335 basehttp 9312 336 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
WARNING 2026-06-25 11:30:15,011 log 9312 336 Not Found: /api/transactions/fraud-alerts/
INFO 2026-06-25 11:30:15,017 basehttp 9312 548 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2623
WARNING 2026-06-25 11:30:15,018 basehttp 9312 336 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-25 11:30:15,042 basehttp 9312 548 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2623
WARNING 2026-06-25 11:30:15,046 log 9312 336 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-25 11:30:15,047 basehttp 9312 336 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-25 11:30:25,837 basehttp 9312 336 "POST /api/auth/login/ HTTP/1.1" 200 760
WARNING 2026-06-25 11:30:27,745 log 9312 336 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-25 11:30:27,748 basehttp 9312 336 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-25 11:30:27,752 basehttp 9312 548 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2623
WARNING 2026-06-25 11:30:27,767 log 9312 336 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-25 11:30:27,771 basehttp 9312 336 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-25 11:30:27,771 basehttp 9312 548 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2623
INFO 2026-06-25 11:30:59,198 basehttp 9312 548 "GET /api/transactions/ HTTP/1.1" 200 4574
INFO 2026-06-25 11:30:59,212 basehttp 9312 336 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-25 11:30:59,217 basehttp 9312 10504 "GET /api/transactions/ HTTP/1.1" 200 4574
INFO 2026-06-25 11:30:59,238 basehttp 9312 336 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-25 11:31:29,188 basehttp 9312 336 "GET /api/transactions/ HTTP/1.1" 200 4574
INFO 2026-06-25 11:31:29,189 basehttp 9312 10504 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
WARNING 2026-06-25 11:31:41,871 log 9312 10504 Bad Request: /api/transactions/
WARNING 2026-06-25 11:31:41,872 basehttp 9312 10504 "POST /api/transactions/ HTTP/1.1" 400 125
WARNING 2026-06-25 11:31:47,642 log 9312 10504 Bad Request: /api/transactions/
WARNING 2026-06-25 11:31:47,645 basehttp 9312 10504 "POST /api/transactions/ HTTP/1.1" 400 125
WARNING 2026-06-25 11:31:52,452 log 9312 10504 Bad Request: /api/transactions/
WARNING 2026-06-25 11:31:52,453 basehttp 9312 10504 "POST /api/transactions/ HTTP/1.1" 400 125
WARNING 2026-06-25 11:31:56,161 log 9312 10504 Bad Request: /api/transactions/
WARNING 2026-06-25 11:31:56,176 basehttp 9312 10504 "POST /api/transactions/ HTTP/1.1" 400 125
INFO 2026-06-25 11:31:59,190 basehttp 9312 10504 "GET /api/transactions/ HTTP/1.1" 200 4574
INFO 2026-06-25 11:31:59,194 basehttp 9312 336 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
WARNING 2026-06-25 11:32:03,315 log 9312 336 Bad Request: /api/transactions/
WARNING 2026-06-25 11:32:03,315 basehttp 9312 336 "POST /api/transactions/ HTTP/1.1" 400 125
WARNING 2026-06-25 11:32:06,248 log 9312 336 Bad Request: /api/transactions/
WARNING 2026-06-25 11:32:06,249 basehttp 9312 336 "POST /api/transactions/ HTTP/1.1" 400 125
WARNING 2026-06-25 11:32:13,025 log 9312 336 Bad Request: /api/transactions/
WARNING 2026-06-25 11:32:13,026 basehttp 9312 336 "POST /api/transactions/ HTTP/1.1" 400 125
INFO 2026-06-25 11:32:17,213 basehttp 9312 336 "POST /api/transactions/ HTTP/1.1" 201 404
INFO 2026-06-25 11:32:17,233 basehttp 9312 336 "GET /api/transactions/ HTTP/1.1" 200 4586
INFO 2026-06-25 11:32:17,237 basehttp 9312 10504 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-25 11:32:29,192 basehttp 9312 10504 "GET /api/transactions/ HTTP/1.1" 200 4586
INFO 2026-06-25 11:32:29,196 basehttp 9312 336 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-25 11:32:59,185 basehttp 9312 336 "GET /api/transactions/ HTTP/1.1" 200 4586
INFO 2026-06-25 11:32:59,189 basehttp 9312 10504 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
WARNING 2026-06-25 11:33:10,359 log 9312 10504 Not Found: /api/transactions/fraud-alerts/
INFO 2026-06-25 11:33:10,369 basehttp 9312 336 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2856
WARNING 2026-06-25 11:33:10,373 basehttp 9312 10504 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-25 11:33:10,399 basehttp 9312 336 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2856
WARNING 2026-06-25 11:33:10,402 log 9312 10504 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-25 11:33:10,403 basehttp 9312 10504 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-25 11:34:14,940 basehttp 9312 10504 "GET /api/transactions/ HTTP/1.1" 200 4586
INFO 2026-06-25 11:34:14,949 basehttp 9312 336 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-25 11:34:14,955 basehttp 9312 548 "GET /api/transactions/ HTTP/1.1" 200 4586
INFO 2026-06-25 11:34:14,962 basehttp 9312 336 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-25 11:34:45,280 basehttp 9312 336 "GET /api/transactions/ HTTP/1.1" 200 4586
INFO 2026-06-25 11:34:45,282 basehttp 9312 548 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-25 11:35:15,270 basehttp 9312 548 "GET /api/transactions/ HTTP/1.1" 200 4586
INFO 2026-06-25 11:35:15,287 basehttp 9312 548 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-25 11:35:45,271 basehttp 9312 548 "GET /api/transactions/ HTTP/1.1" 200 4586
INFO 2026-06-25 11:35:45,274 basehttp 9312 336 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 175
INFO 2026-06-25 11:36:10,732 basehttp 9312 548 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2856
WARNING 2026-06-25 11:36:10,748 log 9312 336 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-25 11:36:10,753 basehttp 9312 336 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
INFO 2026-06-25 11:36:10,762 basehttp 9312 548 "GET /api/transactions/suspicious/ HTTP/1.1" 200 2856
WARNING 2026-06-25 11:36:10,773 log 9312 336 Not Found: /api/transactions/fraud-alerts/
WARNING 2026-06-25 11:36:10,774 basehttp 9312 336 "GET /api/transactions/fraud-alerts/ HTTP/1.1" 404 52
